relative_path,archive_path,local_size_bytes,archive_size_bytes,local_crc32,archive_crc32,status
Signals/DATA A/A20/A20_R3_onlineT.gdf,BCI Database/Signals/DATA A/A20/A20_R3_onlineT.gdf,59000512,59000512,35666478,35666478,match
Signals/DATA A/A20/A20_R4_onlineT.gdf,BCI Database/Signals/DATA A/A20/A20_R4_onlineT.gdf,59000512,59000512,a86e380d,a86e380d,match
Signals/DATA A/A20/A20_R5_onlineT.gdf,BCI Database/Signals/DATA A/A20/A20_R5_onlineT.gdf,59000512,59000512,37384393,37384393,match
Signals/DATA A/A20/A20_R6_onlineT.gdf,BCI Database/Signals/DATA A/A20/A20_R6_onlineT.gdf,59000512,59000512,2010efc4,2010efc4,match
Signals/DATA A/A20/classifier_A20.xml,BCI Database/Signals/DATA A/A20/classifier_A20.xml,995,995,328e144e,328e144e,match
Signals/DATA A/A20/csp-spatial-filter_A20.xml,BCI Database/Signals/DATA A/A20/csp-spatial-filter_A20.xml,2535,2535,b8e43705,b8e43705,match
Signals/DATA A/A20/frequency-band-selected_A20.csv,BCI Database/Signals/DATA A/A20/frequency-band-selected_A20.csv,9959,9959,2f1cf464,2f1cf464,match
Signals/DATA A/A20/frequency-band-selected_A20.xml,BCI Database/Signals/DATA A/A20/frequency-band-selected_A20.xml,577,577,fe1b170a,fe1b170a,match
Signals/DATA A/A21/A21_CE_baseline.gdf,BCI Database/Signals/DATA A/A21/A21_CE_baseline.gdf,24527154,24527154,51018309,51018309,match
Signals/DATA A/A21/A21_OE_baseline.gdf,BCI Database/Signals/DATA A/A21/A21_OE_baseline.gdf,24527154,24527154,3c667d81,3c667d81,match
Signals/DATA A/A21/A21_R1_acquisition.gdf,BCI Database/Signals/DATA A/A21/A21_R1_acquisition.gdf,59000512,59000512,1a681c3e,1a681c3e,match
Signals/DATA A/A21/A21_R2_acquisition.gdf,BCI Database/Signals/DATA A/A21/A21_R2_acquisition.gdf,59000512,59000512,8859c19d,8859c19d,match
Signals/DATA A/A21/A21_R3_onlineT.gdf,BCI Database/Signals/DATA A/A21/A21_R3_onlineT.gdf,59000512,59000512,d8bf60d7,d8bf60d7,match
Signals/DATA A/A21/A21_R4_onlineT.gdf,BCI Database/Signals/DATA A/A21/A21_R4_onlineT.gdf,59000512,59000512,7ae96438,7ae96438,match
Signals/DATA A/A21/A21_R5_onlineT.gdf,BCI Database/Signals/DATA A/A21/A21_R5_onlineT.gdf,59000512,59000512,2ad135ea,2ad135ea,match
Signals/DATA A/A21/A21_R6_onlineT.gdf,BCI Database/Signals/DATA A/A21/A21_R6_onlineT.gdf,59000512,59000512,2d7c7cb0,2d7c7cb0,match
Signals/DATA A/A21/classifier_A21.xml,BCI Database/Signals/DATA A/A21/classifier_A21.xml,996,996,664533f1,664533f1,match
Signals/DATA A/A21/csp-spatial-filter_A21.xml,BCI Database/Signals/DATA A/A21/csp-spatial-filter_A21.xml,2532,2532,5fa05952,5fa05952,match
Signals/DATA A/A21/frequency-band-selected_A21.csv,BCI Database/Signals/DATA A/A21/frequency-band-selected_A21.csv,9983,9983,ac48e7a6,ac48e7a6,match
Signals/DATA A/A21/frequency-band-selected_A21.xml,BCI Database/Signals/DATA A/A21/frequency-band-selected_A21.xml,577,577,ecf089a9,ecf089a9,match
Signals/DATA A/A22/A22_CE_baseline.gdf,BCI Database/Signals/DATA A/A22/A22_CE_baseline.gdf,24527154,24527154,4bb908f1,4bb908f1,match
Signals/DATA A/A22/A22_OE_baseline.gdf,BCI Database/Signals/DATA A/A22/A22_OE_baseline.gdf,24527154,24527154,fd8329de,fd8329de,match
Signals/DATA A/A22/A22_R1_acquisition.gdf,BCI Database/Signals/DATA A/A22/A22_R1_acquisition.gdf,59000512,59000512,22f2a29f,22f2a29f,match
Signals/DATA A/A22/A22_R2_acquisition.gdf,BCI Database/Signals/DATA A/A22/A22_R2_acquisition.gdf,59000512,59000512,d2adf3b4,d2adf3b4,match
Signals/DATA A/A22/A22_R3_onlineT.gdf,BCI Database/Signals/DATA A/A22/A22_R3_onlineT.gdf,58853050,58853050,086b83a3,086b83a3,match
Signals/DATA A/A22/A22_R4_onlineT.gdf,BCI Database/Signals/DATA A/A22/A22_R4_onlineT.gdf,58156724,58156724,a7775939,a7775939,match
Signals/DATA A/A22/A22_R5_onlineT.gdf,BCI Database/Signals/DATA A/A22/A22_R5_onlineT.gdf,59000512,59000512,867c1bcd,867c1bcd,match
Signals/DATA A/A22/A22_R6_onlineT.gdf,BCI Database/Signals/DATA A/A22/A22_R6_onlineT.gdf,59000512,59000512,290e6088,290e6088,match
Signals/DATA A/A22/classifier_A22.xml,BCI Database/Signals/DATA A/A22/classifier_A22.xml,996,996,12833677,12833677,match
Signals/DATA A/A22/csp-spatial-filter_A22.xml,BCI Database/Signals/DATA A/A22/csp-spatial-filter_A22.xml,2536,2536,229c5588,229c5588,match
Signals/DATA A/A22/frequency-band-selected_A22.csv,BCI Database/Signals/DATA A/A22/frequency-band-selected_A22.csv,9961,9961,e98024c2,e98024c2,match
Signals/DATA A/A22/frequency-band-selected_A22.xml,BCI Database/Signals/DATA A/A22/frequency-band-selected_A22.xml,577,577,90db8b4b,90db8b4b,match
Signals/DATA A/A23/A23_CE_baseline.gdf,BCI Database/Signals/DATA A/A23/A23_CE_baseline.gdf,24527154,24527154,1c167801,1c167801,match
Signals/DATA A/A23/A23_OE_baseline.gdf,BCI Database/Signals/DATA A/A23/A23_OE_baseline.gdf,24527154,24527154,37619eb5,37619eb5,match
Signals/DATA A/A23/A23_R1_acquisition.gdf,BCI Database/Signals/DATA A/A23/A23_R1_acquisition.gdf,59000512,59000512,6a2d6276,6a2d6276,match
Signals/DATA A/A23/A23_R2_acquisition.gdf,BCI Database/Signals/DATA A/A23/A23_R2_acquisition.gdf,59000512,59000512,ebd2e55c,ebd2e55c,match
Signals/DATA A/A23/A23_R3_onlineT.gdf,BCI Database/Signals/DATA A/A23/A23_R3_onlineT.gdf,59000512,59000512,c0ef8998,c0ef8998,match
Signals/DATA A/A23/A23_R4_onlineT.gdf,BCI Database/Signals/DATA A/A23/A23_R4_onlineT.gdf,59000512,59000512,57d8f49a,57d8f49a,match
Signals/DATA A/A23/A23_R5_onlineT.gdf,BCI Database/Signals/DATA A/A23/A23_R5_onlineT.gdf,59000512,59000512,e8066d1f,e8066d1f,match
Signals/DATA A/A23/A23_R6_onlineT.gdf,BCI Database/Signals/DATA A/A23/A23_R6_onlineT.gdf,59000512,59000512,d519a515,d519a515,match
Signals/DATA A/A23/classifier_A23.xml,BCI Database/Signals/DATA A/A23/classifier_A23.xml,995,995,d1edb2f6,d1edb2f6,match
Signals/DATA A/A23/csp-spatial-filter_A23.xml,BCI Database/Signals/DATA A/A23/csp-spatial-filter_A23.xml,2534,2534,9283e0f8,9283e0f8,match
Signals/DATA A/A23/frequency-band-selected_A23.csv,BCI Database/Signals/DATA A/A23/frequency-band-selected_A23.csv,9956,9956,415d63e1,415d63e1,match
Signals/DATA A/A23/frequency-band-selected_A23.xml,BCI Database/Signals/DATA A/A23/frequency-band-selected_A23.xml,577,577,f7fb9a0f,f7fb9a0f,match
Signals/DATA A/A24/A24_CE_baseline.gdf,BCI Database/Signals/DATA A/A24/A24_CE_baseline.gdf,24527154,24527154,6d5165d5,6d5165d5,match
Signals/DATA A/A24/A24_OE_baseline.gdf,BCI Database/Signals/DATA A/A24/A24_OE_baseline.gdf,24527154,24527154,dafabade,dafabade,match
Signals/DATA A/A24/A24_R1_acquisition.gdf,BCI Database/Signals/DATA A/A24/A24_R1_acquisition.gdf,59000512,59000512,fc1bb0b0,fc1bb0b0,match
Signals/DATA A/A24/A24_R2_acquisition.gdf,BCI Database/Signals/DATA A/A24/A24_R2_acquisition.gdf,59000512,59000512,f081d36b,f081d36b,match
Signals/DATA A/A24/A24_R3_onlineT.gdf,BCI Database/Signals/DATA A/A24/A24_R3_onlineT.gdf,59000512,59000512,95e6195f,95e6195f,match
Signals/DATA A/A24/A24_R4_onlineT.gdf,BCI Database/Signals/DATA A/A24/A24_R4_onlineT.gdf,59000512,59000512,227e8b7e,227e8b7e,match
Signals/DATA A/A24/A24_R5_onlineT.gdf,BCI Database/Signals/DATA A/A24/A24_R5_onlineT.gdf,59000512,59000512,c169f21b,c169f21b,match
Signals/DATA A/A24/A24_R6_onlineT.gdf,BCI Database/Signals/DATA A/A24/A24_R6_onlineT.gdf,59000512,59000512,c9d1d016,c9d1d016,match
Signals/DATA A/A24/classifier_A24.xml,BCI Database/Signals/DATA A/A24/classifier_A24.xml,997,997,f0ea75a3,f0ea75a3,match
Signals/DATA A/A24/csp-spatial-filter_A24.xml,BCI Database/Signals/DATA A/A24/csp-spatial-filter_A24.xml,2525,2525,6881e92f,6881e92f,match
Signals/DATA A/A24/frequency-band-selected_A24.csv,BCI Database/Signals/DATA A/A24/frequency-band-selected_A24.csv,9903,9903,ab5d1c27,ab5d1c27,match
Signals/DATA A/A24/frequency-band-selected_A24.xml,BCI Database/Signals/DATA A/A24/frequency-band-selected_A24.xml,576,576,cf8a16c6,cf8a16c6,match
Signals/DATA A/A25/A25_CE_baseline.gdf,BCI Database/Signals/DATA A/A25/A25_CE_baseline.gdf,24527154,24527154,8c6b7c46,8c6b7c46,match
Signals/DATA A/A25/A25_OE_baseline.gdf,BCI Database/Signals/DATA A/A25/A25_OE_baseline.gdf,24527154,24527154,30d10ef8,30d10ef8,match
Signals/DATA A/A25/A25_R1_acquisition.gdf,BCI Database/Signals/DATA A/A25/A25_R1_acquisition.gdf,59000512,59000512,ad44913c,ad44913c,match
Signals/DATA A/A25/A25_R2_acquisition.gdf,BCI Database/Signals/DATA A/A25/A25_R2_acquisition.gdf,58812090,58812090,a1f048cc,a1f048cc,match
Signals/DATA A/A25/A25_R3_onlineT.gdf,BCI Database/Signals/DATA A/A25/A25_R3_onlineT.gdf,59000512,59000512,09d8f3e3,09d8f3e3,match
Signals/DATA A/A25/A25_R4_onlineT.gdf,BCI Database/Signals/DATA A/A25/A25_R4_onlineT.gdf,59000512,59000512,c29eac41,c29eac41,match
Signals/DATA A/A25/A25_R5_onlineT.gdf,BCI Database/Signals/DATA A/A25/A25_R5_onlineT.gdf,59000512,59000512,2a04d18c,2a04d18c,match
Signals/DATA A/A25/A25_R6_onlineT.gdf,BCI Database/Signals/DATA A/A25/A25_R6_onlineT.gdf,59000512,59000512,321b8f46,321b8f46,match
Signals/DATA A/A25/classifier_A25.xml,BCI Database/Signals/DATA A/A25/classifier_A25.xml,995,995,dd01ed6a,dd01ed6a,match
Signals/DATA A/A25/csp-spatial-filter_A25.xml,BCI Database/Signals/DATA A/A25/csp-spatial-filter_A25.xml,2530,2530,de0660c7,de0660c7,match
Signals/DATA A/A25/frequency-band-selected_A25.csv,BCI Database/Signals/DATA A/A25/frequency-band-selected_A25.csv,9938,9938,509829a8,509829a8,match
Signals/DATA A/A25/frequency-band-selected_A25.xml,BCI Database/Signals/DATA A/A25/frequency-band-selected_A25.xml,576,576,24ce4d09,24ce4d09,match
Signals/DATA A/A26/A26_CE_baseline.gdf,BCI Database/Signals/DATA A/A26/A26_CE_baseline.gdf,24527154,24527154,db91caf1,db91caf1,match
Signals/DATA A/A26/A26_OE_baseline.gdf,BCI Database/Signals/DATA A/A26/A26_OE_baseline.gdf,24527154,24527154,7aecb9fd,7aecb9fd,match
Signals/DATA A/A26/A26_R1_acquisition.gdf,BCI Database/Signals/DATA A/A26/A26_R1_acquisition.gdf,59000512,59000512,9e7aeff8,9e7aeff8,match
Signals/DATA A/A26/A26_R2_acquisition.gdf,BCI Database/Signals/DATA A/A26/A26_R2_acquisition.gdf,59000512,59000512,22d6e494,22d6e494,match
Signals/DATA A/A26/A26_R3_onlineT.gdf,BCI Database/Signals/DATA A/A26/A26_R3_onlineT.gdf,59000512,59000512,29e4cbf3,29e4cbf3,match
Signals/DATA A/A26/A26_R4_onlineT.gdf,BCI Database/Signals/DATA A/A26/A26_R4_onlineT.gdf,59000512,59000512,f5c2ecd2,f5c2ecd2,match
Signals/DATA A/A26/A26_R5_onlineT.gdf,BCI Database/Signals/DATA A/A26/A26_R5_onlineT.gdf,59000512,59000512,4834dcaf,4834dcaf,match
Signals/DATA A/A26/A26_R6_onlineT.gdf,BCI Database/Signals/DATA A/A26/A26_R6_onlineT.gdf,59000512,59000512,72686ff9,72686ff9,match
Signals/DATA A/A26/classifier_A26.xml,BCI Database/Signals/DATA A/A26/classifier_A26.xml,995,995,f5b77ba3,f5b77ba3,match
Signals/DATA A/A26/csp-spatial-filter_A26.xml,BCI Database/Signals/DATA A/A26/csp-spatial-filter_A26.xml,2534,2534,09c7d6ca,09c7d6ca,match
Signals/DATA A/A26/frequency-band-selected_A26.csv,BCI Database/Signals/DATA A/A26/frequency-band-selected_A26.csv,9962,9962,ec88a4f8,ec88a4f8,match
Signals/DATA A/A26/frequency-band-selected_A26.xml,BCI Database/Signals/DATA A/A26/frequency-band-selected_A26.xml,577,577,df571700,df571700,match
Signals/DATA A/A27/A27_CE_baseline.gdf,BCI Database/Signals/DATA A/A27/A27_CE_baseline.gdf,24527154,24527154,066d12a4,066d12a4,match
Signals/DATA A/A27/A27_OE_baseline.gdf,BCI Database/Signals/DATA A/A27/A27_OE_baseline.gdf,24527154,24527154,458efb1a,458efb1a,match
Signals/DATA A/A27/A27_R1_acquisition.gdf,BCI Database/Signals/DATA A/A27/A27_R1_acquisition.gdf,58869434,58869434,7105d6ba,7105d6ba,match
Signals/DATA A/A27/A27_R2_acquisition.gdf,BCI Database/Signals/DATA A/A27/A27_R2_acquisition.gdf,59000512,59000512,0b92c06d,0b92c06d,match
Signals/DATA A/A27/A27_R3_onlineT.gdf,BCI Database/Signals/DATA A/A27/A27_R3_onlineT.gdf,58902202,58902202,7feaa692,7feaa692,match
Signals/DATA A/A27/A27_R4_onlineT.gdf,BCI Database/Signals/DATA A/A27/A27_R4_onlineT.gdf,59000512,59000512,a16e5eb2,a16e5eb2,match
Signals/DATA A/A27/A27_R5_onlineT.gdf,BCI Database/Signals/DATA A/A27/A27_R5_onlineT.gdf,58681018,58681018,28818d52,28818d52,match
Signals/DATA A/A27/A27_R6_onlineT.gdf,BCI Database/Signals/DATA A/A27/A27_R6_onlineT.gdf,59000512,59000512,4f39f491,4f39f491,match
Signals/DATA A/A27/classifier_A27.xml,BCI Database/Signals/DATA A/A27/classifier_A27.xml,995,995,81f932fa,81f932fa,match
Signals/DATA A/A27/csp-spatial-filter_A27.xml,BCI Database/Signals/DATA A/A27/csp-spatial-filter_A27.xml,2537,2537,8f1f2a3f,8f1f2a3f,match
Signals/DATA A/A27/frequency-band-selected_A27.csv,BCI Database/Signals/DATA A/A27/frequency-band-selected_A27.csv,9983,9983,47b0ed82,47b0ed82,match
Signals/DATA A/A27/frequency-band-selected_A27.xml,BCI Database/Signals/DATA A/A27/frequency-band-selected_A27.xml,577,577,69aee76b,69aee76b,match
Signals/DATA A/A28/A28_CE_baseline.gdf,BCI Database/Signals/DATA A/A28/A28_CE_baseline.gdf,24527154,24527154,7f2d8328,7f2d8328,match
Signals/DATA A/A28/A28_OE_baseline.gdf,BCI Database/Signals/DATA A/A28/A28_OE_baseline.gdf,24527154,24527154,a3b78ca8,a3b78ca8,match
Signals/DATA A/A28/A28_R1_acquisition.gdf,BCI Database/Signals/DATA A/A28/A28_R1_acquisition.gdf,59000512,59000512,d0ea7bb5,d0ea7bb5,match
Signals/DATA A/A28/A28_R2_acquisition.gdf,BCI Database/Signals/DATA A/A28/A28_R2_acquisition.gdf,59000512,59000512,0bc4505c,0bc4505c,match
Signals/DATA A/A28/A28_R3_onlineT.gdf,BCI Database/Signals/DATA A/A28/A28_R3_onlineT.gdf,59000512,59000512,d13d19ab,d13d19ab,match
Signals/DATA A/A28/A28_R4_onlineT.gdf,BCI Database/Signals/DATA A/A28/A28_R4_onlineT.gdf,59000512,59000512,f6eb4972,f6eb4972,match
Signals/DATA A/A28/A28_R5_onlineT.gdf,BCI Database/Signals/DATA A/A28/A28_R5_onlineT.gdf,59000512,59000512,113e38d8,113e38d8,match
Signals/DATA A/A28/A28_R6_onlineT.gdf,BCI Database/Signals/DATA A/A28/A28_R6_onlineT.gdf,59000512,59000512,c3eecefb,c3eecefb,match
Signals/DATA A/A28/classifier_A28.xml,BCI Database/Signals/DATA A/A28/classifier_A28.xml,995,995,ba5872a4,ba5872a4,match
Signals/DATA A/A28/csp-spatial-filter_A28.xml,BCI Database/Signals/DATA A/A28/csp-spatial-filter_A28.xml,2542,2542,f0bd2939,f0bd2939,match
Signals/DATA A/A28/frequency-band-selected_A28.csv,BCI Database/Signals/DATA A/A28/frequency-band-selected_A28.csv,9974,9974,c2ef5927,c2ef5927,match
Signals/DATA A/A28/frequency-band-selected_A28.xml,BCI Database/Signals/DATA A/A28/frequency-band-selected_A28.xml,577,577,5feb6274,5feb6274,match
Signals/DATA A/A29/A29_CE_baseline.gdf,BCI Database/Signals/DATA A/A29/A29_CE_baseline.gdf,24527154,24527154,533d3177,533d3177,match
Signals/DATA A/A29/A29_OE_baseline.gdf,BCI Database/Signals/DATA A/A29/A29_OE_baseline.gdf,24527154,24527154,8a6b80cf,8a6b80cf,match
Signals/DATA A/A29/A29_R1_acquisition.gdf,BCI Database/Signals/DATA A/A29/A29_R1_acquisition.gdf,59000512,59000512,38166b5c,38166b5c,match
Signals/DATA A/A29/A29_R2_acquisition.gdf,BCI Database/Signals/DATA A/A29/A29_R2_acquisition.gdf,59000512,59000512,a6168060,a6168060,match
Signals/DATA A/A29/A29_R3_onlineT.gdf,BCI Database/Signals/DATA A/A29/A29_R3_onlineT.gdf,59000512,59000512,16f01f65,16f01f65,match
Signals/DATA A/A29/A29_R4_onlineT.gdf,BCI Database/Signals/DATA A/A29/A29_R4_onlineT.gdf,59000512,59000512,35a6af91,35a6af91,match
Signals/DATA A/A29/A29_R5_onlineT.gdf,BCI Database/Signals/DATA A/A29/A29_R5_onlineT.gdf,58869434,58869434,bd5d0c35,bd5d0c35,match
Signals/DATA A/A29/A29_R6_onlineT.gdf,BCI Database/Signals/DATA A/A29/A29_R6_onlineT.gdf,59000512,59000512,0f283808,0f283808,match
Signals/DATA A/A29/classifier_A29.xml,BCI Database/Signals/DATA A/A29/classifier_A29.xml,997,997,17a25fc5,17a25fc5,match
Signals/DATA A/A29/csp-spatial-filter_A29.xml,BCI Database/Signals/DATA A/A29/csp-spatial-filter_A29.xml,2533,2533,6023fd4b,6023fd4b,match
Signals/DATA A/A29/frequency-band-selected_A29.csv,BCI Database/Signals/DATA A/A29/frequency-band-selected_A29.csv,9987,9987,93362c70,93362c70,match
Signals/DATA A/A29/frequency-band-selected_A29.xml,BCI Database/Signals/DATA A/A29/frequency-band-selected_A29.xml,575,575,a2855559,a2855559,match
Signals/DATA A/A3/A3_CE_baseline.gdf,BCI Database/Signals/DATA A/A3/A3_CE_baseline.gdf,24527154,24527154,f46201d5,f46201d5,match
Signals/DATA A/A3/A3_OE_baseline.gdf,BCI Database/Signals/DATA A/A3/A3_OE_baseline.gdf,24527154,24527154,dfd836b5,dfd836b5,match
Signals/DATA A/A3/A3_R1_acquisition.gdf,BCI Database/Signals/DATA A/A3/A3_R1_acquisition.gdf,59000512,59000512,47a60e17,47a60e17,match
Signals/DATA A/A3/A3_R2_acquisition.gdf,BCI Database/Signals/DATA A/A3/A3_R2_acquisition.gdf,59000512,59000512,7a14a6e8,7a14a6e8,match
Signals/DATA A/A3/A3_R3_onlineT.gdf,BCI Database/Signals/DATA A/A3/A3_R3_onlineT.gdf,59000512,59000512,c6c430fe,c6c430fe,match
Signals/DATA A/A3/A3_R4_onlineT.gdf,BCI Database/Signals/DATA A/A3/A3_R4_onlineT.gdf,59000512,59000512,f4761ce5,f4761ce5,match
Signals/DATA A/A3/A3_R5_onlineT.gdf,BCI Database/Signals/DATA A/A3/A3_R5_onlineT.gdf,59000512,59000512,a7601daf,a7601daf,match
Signals/DATA A/A3/A3_R6_onlineT.gdf,BCI Database/Signals/DATA A/A3/A3_R6_onlineT.gdf,59000512,59000512,6779dff0,6779dff0,match
Signals/DATA A/A3/classifier_A3.xml,BCI Database/Signals/DATA A/A3/classifier_A3.xml,995,995,6783eb87,6783eb87,match
Signals/DATA A/A3/csp-spatial-filter_A3.xml,BCI Database/Signals/DATA A/A3/csp-spatial-filter_A3.xml,2530,2530,086ffa24,086ffa24,match
Signals/DATA A/A3/frequency-band-selected_A3.csv,BCI Database/Signals/DATA A/A3/frequency-band-selected_A3.csv,9953,9953,573f598c,573f598c,match
Signals/DATA A/A3/frequency-band-selected_A3.xml,BCI Database/Signals/DATA A/A3/frequency-band-selected_A3.xml,577,577,f2716ec1,f2716ec1,match
Signals/DATA A/A30/A30_CE_baseline.gdf,BCI Database/Signals/DATA A/A30/A30_CE_baseline.gdf,23888160,23888160,275611f2,275611f2,match
Signals/DATA A/A30/A30_OE_baseline.gdf,BCI Database/Signals/DATA A/A30/A30_OE_baseline.gdf,24142112,24142112,51cdd8a2,51cdd8a2,match
Signals/DATA A/A30/A30_R1_acquisition.gdf,BCI Database/Signals/DATA A/A30/A30_R1_acquisition.gdf,59000512,59000512,f65e7209,f65e7209,match
Signals/DATA A/A30/A30_R2_acquisition.gdf,BCI Database/Signals/DATA A/A30/A30_R2_acquisition.gdf,59000512,59000512,15362cf4,15362cf4,match
Signals/DATA A/A30/A30_R3_onlineT.gdf,BCI Database/Signals/DATA A/A30/A30_R3_onlineT.gdf,59000512,59000512,3f74982c,3f74982c,match
Signals/DATA A/A30/A30_R4_onlineT.gdf,BCI Database/Signals/DATA A/A30/A30_R4_onlineT.gdf,59000512,59000512,d661cbef,d661cbef,match
Signals/DATA A/A30/A30_R5_onlineT.gdf,BCI Database/Signals/DATA A/A30/A30_R5_onlineT.gdf,59000512,59000512,b264b59d,b264b59d,match
Signals/DATA A/A30/A30_R6_onlineT.gdf,BCI Database/Signals/DATA A/A30/A30_R6_onlineT.gdf,59000512,59000512,77b7b38b,77b7b38b,match
Signals/DATA A/A30/classifier_A30.xml,BCI Database/Signals/DATA A/A30/classifier_A30.xml,996,996,19fd27ed,19fd27ed,match
Signals/DATA A/A30/csp-spatial-filter_A30.xml,BCI Database/Signals/DATA A/A30/csp-spatial-filter_A30.xml,2535,2535,0b953089,0b953089,match
Signals/DATA A/A30/frequency-band-selected_A30.csv,BCI Database/Signals/DATA A/A30/frequency-band-selected_A30.csv,9982,9982,105293c9,105293c9,match
Signals/DATA A/A30/frequency-band-selected_A30.xml,BCI Database/Signals/DATA A/A30/frequency-band-selected_A30.xml,577,577,78645f3b,78645f3b,match
Signals/DATA A/A31/A31_CE_baseline.gdf,BCI Database/Signals/DATA A/A31/A31_CE_baseline.gdf,24527154,24527154,0fe1481b,0fe1481b,match
Signals/DATA A/A31/A31_OE_baseline.gdf,BCI Database/Signals/DATA A/A31/A31_OE_baseline.gdf,24527154,24527154,20bada5b,20bada5b,match
Signals/DATA A/A31/A31_R1_acquisition.gdf,BCI Database/Signals/DATA A/A31/A31_R1_acquisition.gdf,59000512,59000512,775aa701,775aa701,match
Signals/DATA A/A31/A31_R2_acquisition.gdf,BCI Database/Signals/DATA A/A31/A31_R2_acquisition.gdf,59000512,59000512,045ae22f,045ae22f,match
Signals/DATA A/A31/A31_R3_onlineT.gdf,BCI Database/Signals/DATA A/A31/A31_R3_onlineT.gdf,59000512,59000512,01ee047a,01ee047a,match
Signals/DATA A/A31/A31_R4_onlineT.gdf,BCI Database/Signals/DATA A/A31/A31_R4_onlineT.gdf,59000512,59000512,b8bc1cd9,b8bc1cd9,match
Signals/DATA A/A31/A31_R5_onlineT.gdf,BCI Database/Signals/DATA A/A31/A31_R5_onlineT.gdf,58951354,58951354,8f2068c0,8f2068c0,match
Signals/DATA A/A31/A31_R6_onlineT.gdf,BCI Database/Signals/DATA A/A31/A31_R6_onlineT.gdf,58975930,58975930,7ff28f0f,7ff28f0f,match
Signals/DATA A/A31/classifier_A31.xml,BCI Database/Signals/DATA A/A31/classifier_A31.xml,995,995,19560a89,19560a89,match
Signals/DATA A/A31/csp-spatial-filter_A31.xml,BCI Database/Signals/DATA A/A31/csp-spatial-filter_A31.xml,2534,2534,22c84283,22c84283,match
Signals/DATA A/A31/frequency-band-selected_A31.csv,BCI Database/Signals/DATA A/A31/frequency-band-selected_A31.csv,9957,9957,12bb3cfd,12bb3cfd,match
Signals/DATA A/A31/frequency-band-selected_A31.xml,BCI Database/Signals/DATA A/A31/frequency-band-selected_A31.xml,577,577,4eac853b,4eac853b,match
Signals/DATA A/A32/A32_CE_baseline.gdf,BCI Database/Signals/DATA A/A32/A32_CE_baseline.gdf,26001720,26001720,c6c2c4fc,c6c2c4fc,match
Signals/DATA A/A32/A32_OE_baseline.gdf,BCI Database/Signals/DATA A/A32/A32_OE_baseline.gdf,24510776,24510776,846727c9,846727c9,match
Signals/DATA A/A32/A32_R1_acquisition.gdf,BCI Database/Signals/DATA A/A32/A32_R1_acquisition.gdf,58476224,58476224,c43b1b8e,c43b1b8e,match
Signals/DATA A/A32/A32_R2_acquisition.gdf,BCI Database/Signals/DATA A/A32/A32_R2_acquisition.gdf,58476224,58476224,7ca7d4fb,7ca7d4fb,match
Signals/DATA A/A32/A32_R3_onlineT.gdf,BCI Database/Signals/DATA A/A32/A32_R3_onlineT.gdf,58476224,58476224,7f5e86d5,7f5e86d5,match
Signals/DATA A/A32/A32_R4_onlineT.gdf,BCI Database/Signals/DATA A/A32/A32_R4_onlineT.gdf,59000512,59000512,b34f3012,b34f3012,match
Signals/DATA A/A32/A32_R5_onlineT.gdf,BCI Database/Signals/DATA A/A32/A32_R5_onlineT.gdf,59000512,59000512,70f174d4,70f174d4,match
Signals/DATA A/A32/A32_R6_onlineT.gdf,BCI Database/Signals/DATA A/A32/A32_R6_onlineT.gdf,59000512,59000512,e0be3c1f,e0be3c1f,match
Signals/DATA A/A32/classifier_A32.xml,BCI Database/Signals/DATA A/A32/classifier_A32.xml,994,994,ef5983cb,ef5983cb,match
Signals/DATA A/A32/csp-spatial-filter_A32.xml,BCI Database/Signals/DATA A/A32/csp-spatial-filter_A32.xml,2536,2536,66d0ed7f,66d0ed7f,match
Signals/DATA A/A32/frequency-band-selected_A32.csv,BCI Database/Signals/DATA A/A32/frequency-band-selected_A32.csv,9972,9972,1fa3ee31,1fa3ee31,match
Signals/DATA A/A32/frequency-band-selected_A32.xml,BCI Database/Signals/DATA A/A32/frequency-band-selected_A32.xml,577,577,f03d3bd0,f03d3bd0,match
Signals/DATA A/A33/A33_CE_baseline.gdf,BCI Database/Signals/DATA A/A33/A33_CE_baseline.gdf,24527154,24527154,6c5d39fb,6c5d39fb,match
Signals/DATA A/A33/A33_OE_baseline.gdf,BCI Database/Signals/DATA A/A33/A33_OE_baseline.gdf,24527154,24527154,67915d36,67915d36,match
Signals/DATA A/A33/A33_R1_acquisition.gdf,BCI Database/Signals/DATA A/A33/A33_R1_acquisition.gdf,58967738,58967738,5aaa93a1,5aaa93a1,match
Signals/DATA A/A33/A33_R2_acquisition.gdf,BCI Database/Signals/DATA A/A33/A33_R2_acquisition.gdf,58705594,58705594,d63e847e,d63e847e,match
Signals/DATA A/A33/A33_R3_onlineT.gdf,BCI Database/Signals/DATA A/A33/A33_R3_onlineT.gdf,59000512,59000512,03319198,03319198,match
Signals/DATA A/A33/A33_R4_onlineT.gdf,BCI Database/Signals/DATA A/A33/A33_R4_onlineT.gdf,59000512,59000512,d7552d92,d7552d92,match
Signals/DATA A/A33/A33_R5_onlineT.gdf,BCI Database/Signals/DATA A/A33/A33_R5_onlineT.gdf,59000512,59000512,0b11fa0e,0b11fa0e,match
